Sample_Id,Gene,Rule_Id,Final_interpretation,IsPassedRule
SYD019,fosA3,,,
SYD019,rmtB,,,
SYD019,rmtC,,,
SYD019,rmtF,,,
SYD020,DHA,,,
SYD020,GES,,,
SYD020,IMP,,,
SYD020,KPC,,,
SYD020,NDM,,,
SYD020,OXA-10,,,
SYD020,OXA-30,,,
SYD020,OXA-48,,,
SYD020,SHV,,,
SYD020,TEM,157,blaTEM-1-like,1
SYD020,VEB,,,
SYD020,VIM,,,
SYD020,aac(3)-II,9,aac(3)-IId,1
SYD020,aacA27,,,
SYD020,aacA4,47,aacA4notGEN_1neg,1
SYD020,aadB,,,
SYD020,armA,,,
SYD020,blaACT/blaMIR,,,
SYD020,blaCMY-2-like,,,
SYD020,blaCTX-M,70,G9-240D,1
SYD020,fosA3,,,
SYD020,rmtB,,,
SYD020,rmtC,,,
SYD020,rmtF,,,
SYD021,DHA,,,
SYD021,GES,,,
SYD021,IMP,,,
SYD021,KPC,,,
SYD021,NDM,,,
SYD021,OXA-10,,,
SYD021,OXA-30,,,
SYD021,OXA-48,,,
SYD021,SHV,,,
SYD021,TEM,157,blaTEM-1-like,1
SYD021,VEB,,,
SYD021,VIM,,,
SYD021,aac(3)-II,,,
SYD021,aacA27,,,
SYD021,aacA4,,,
SYD021,aadB,,,
SYD021,armA,,,
SYD021,blaACT/blaMIR,,,
SYD021,blaCMY-2-like,,,
SYD021,blaCTX-M,80,G1-240G,1
SYD021,fosA3,,,
SYD021,rmtB,,,
SYD021,rmtC,,,
SYD021,rmtF,,,
SYD022,DHA,,,
SYD022,GES,,,
SYD022,IMP,,,
SYD022,KPC,,,
SYD022,NDM,,,
SYD022,OXA-10,,,
SYD022,OXA-30,,,
SYD022,OXA-48,,,
SYD022,SHV,,,
SYD022,TEM,157,blaTEM-1-like,1
SYD022,VEB,,,
SYD022,VIM,,,
SYD022,aac(3)-II,,,
SYD022,aacA27,,,
SYD022,aacA4,,,
SYD022,aadB,,,
SYD022,armA,,,
SYD022,blaACT/blaMIR,,,
SYD022,blaCMY-2-like,57,blaCMY-2-like,1
SYD022,blaCTX-M,,,
SYD022,fosA3,,,
SYD022,rmtB,,,
SYD022,rmtC,,,
SYD022,rmtF,,,
SYD023,DHA,,,
SYD023,GES,,,
SYD023,IMP,,,
SYD023,KPC,,,
SYD023,NDM,,,
SYD023,OXA-10,,,
SYD023,OXA-30,,,
SYD023,OXA-48,,,
SYD023,SHV,,,
SYD023,TEM,157,blaTEM-1-like,1
SYD023,VEB,,,
SYD023,VIM,,,
SYD023,aac(3)-II,9,aac(3)-IId,1
SYD023,aacA27,,,
SYD023,aacA4,,,
SYD023,aadB,,,
SYD023,armA,,,
SYD023,blaACT/blaMIR,,,
SYD023,blaCMY-2-like,,,
SYD023,blaCTX-M,70,G9-240D,1
SYD023,fosA3,,,
SYD023,rmtB,,,
SYD023,rmtC,,,
SYD023,rmtF,,,
SYD024,DHA,,,
SYD024,GES,,,
SYD024,IMP,,,
SYD024,KPC,,,
SYD024,NDM,,,
SYD024,OXA-10,,,
SYD024,OXA-30,,,
SYD024,OXA-48,,,
SYD024,SHV,,,
SYD024,TEM,157,blaTEM-1-like,1
SYD024,VEB,,,
SYD024,VIM,,,
SYD024,aac(3)-II,9,aac(3)-IId,1
SYD024,aacA27,,,
SYD024,aacA4,47,aacA4notGEN_1neg,1
SYD024,aadB,,,
SYD024,armA,,,
SYD024,blaACT/blaMIR,,,
SYD024,blaCMY-2-like,,,
SYD024,blaCTX-M,74,G9-240G,1
SYD024,fosA3,,,
SYD024,rmtB,,,
SYD024,rmtC,,,
SYD024,rmtF,,,
SYD025,DHA,,,
SYD025,GES,,,
SYD025,IMP,,,
SYD025,KPC,,,
SYD025,NDM,,,
SYD025,OXA-10,,,
SYD025,OXA-30,,,
SYD025,OXA-48,,,
SYD025,SHV,,,
SYD025,TEM,163,blaTEM_2neg,1
SYD025,VEB,,,
SYD025,VIM,,,
SYD025,aac(3)-II,,,
SYD025,aacA27,,,
SYD025,aacA4,,,
SYD025,aadB,,,
SYD025,armA,,,
SYD025,blaACT/blaMIR,,,
SYD025,blaCMY-2-like,,,
SYD025,blaCTX-M,74,G9-240G,1
SYD025,fosA3,,,
SYD025,rmtB,,,
SYD025,rmtC,,,
SYD025,rmtF,,,
SYD026,DHA,,,
SYD026,GES,,,
SYD026,IMP,,,
SYD026,KPC,,,
SYD026,NDM,,,
SYD026,OXA-10,,,
SYD026,OXA-30,,,
SYD026,OXA-48,,,
SYD026,SHV,,,
SYD026,TEM,,,
SYD026,VEB,,,
SYD026,VIM,,,
SYD026,aac(3)-II,,,
SYD026,aacA27,,,
SYD026,aacA4,,,
SYD026,aadB,,,
SYD026,armA,,,
SYD026,blaACT/blaMIR,,,
SYD026,blaCMY-2-like,,,
SYD026,blaCTX-M,74,G9-240G,1
SYD026,fosA3,,,
SYD026,rmtB,,,
SYD026,rmtC,,,
SYD026,rmtF,,,
SYD027,DHA,,,
SYD027,GES,,,
SYD027,IMP,,,
SYD027,KPC,,,
SYD027,NDM,,,
SYD027,OXA-10,,,
SYD027,OXA-30,117,blaOXA-30-like,1
SYD027,OXA-48,,,
SYD027,SHV,,,
SYD027,TEM,,,
SYD027,VEB,,,
SYD027,VIM,,,
SYD027,aac(3)-II,,,
SYD027,aacA27,,,
SYD027,aacA4,,,
SYD027,aadB,,,
SYD027,armA,,,
SYD027,blaACT/blaMIR,,,
SYD027,blaCMY-2-like,,,
SYD027,blaCTX-M,80,G1-240G,1
SYD027,fosA3,,,
SYD027,rmtB,,,
SYD027,rmtC,,,
SYD027,rmtF,,,
SYD028,DHA,,,
SYD028,GES,,,
SYD028,IMP,,,
SYD028,KPC,,,
SYD028,NDM,,,
SYD028,OXA-10,,,
SYD028,OXA-30,,,
SYD028,OXA-48,,,
SYD028,SHV,,,
SYD028,TEM,,,
SYD028,VEB,,,
SYD028,VIM,,,
SYD028,aac(3)-II,,,
SYD028,aacA27,,,
SYD028,aacA4,,,
SYD028,aadB,,,
SYD028,armA,,,
SYD028,blaACT/blaMIR,,,
SYD028,blaCMY-2-like,,,
SYD028,blaCTX-M,74,G9-240G,1
SYD028,fosA3,,,
SYD028,rmtB,,,
SYD028,rmtC,,,
SYD028,rmtF,,,
SYD029,DHA,,,
SYD029,GES,,,
SYD029,IMP,,,
SYD029,KPC,,,
SYD029,NDM,,,
SYD029,OXA-10,,,
SYD029,OXA-30,,,
SYD029,OXA-48,,,
SYD029,SHV,,,
SYD029,TEM,157,blaTEM-1-like,1
SYD029,VEB,,,
SYD029,VIM,,,
SYD029,aac(3)-II,9,aac(3)-IId,1
SYD029,aacA27,,,
SYD029,aacA4,47,aacA4notGEN_1neg,1
SYD029,aadB,,,
SYD029,armA,,,
SYD029,blaACT/blaMIR,,,
SYD029,blaCMY-2-like,,,
SYD029,blaCTX-M,63,G9-240D_3neg,1
SYD029,fosA3,,,
SYD029,rmtB,,,
SYD029,rmtC,,,
SYD029,rmtF,,,
SYD030,DHA,,,
SYD030,GES,,,
SYD030,IMP,,,
SYD030,KPC,,,
SYD030,NDM,,,
SYD030,OXA-10,,,
SYD030,OXA-30,,,
SYD030,OXA-48,,,
SYD030,SHV,,,
SYD030,TEM,157,blaTEM-1-like,1
SYD030,VEB,,,
SYD030,VIM,,,
SYD030,aac(3)-II,,,
SYD030,aacA27,,,
SYD030,aacA4,,,
SYD030,aadB,,,
SYD030,armA,,,
SYD030,blaACT/blaMIR,,,
SYD030,blaCMY-2-like,,,
SYD030,blaCTX-M,70,G9-240D,1
SYD030,fosA3,,,
SYD030,rmtB,,,
SYD030,rmtC,,,
SYD030,rmtF,,,
SYD031,DHA,,,
SYD031,GES,,,
SYD031,IMP,,,
SYD031,KPC,,,
SYD031,NDM,,,
SYD031,OXA-10,,,
SYD031,OXA-30,,,
SYD031,OXA-48,,,
SYD031,SHV,,,
SYD031,TEM,,,
SYD031,VEB,,,
SYD031,VIM,,,
SYD031,aac(3)-II,,,
SYD031,aacA27,,,
SYD031,aacA4,,,
SYD031,aadB,,,
SYD031,armA,,,
SYD031,blaACT/blaMIR,,,
SYD031,blaCMY-2-like,,,
SYD031,blaCTX-M,74,G9-240G,1
SYD031,fosA3,,,
SYD031,rmtB,,,
SYD031,rmtC,,,
SYD031,rmtF,,,
SYD032,DHA,,,
SYD032,GES,,,
SYD032,IMP,,,
SYD032,KPC,,,
SYD032,NDM,,,
SYD032,OXA-10,,,
SYD032,OXA-30,117,blaOXA-30-like,1
SYD032,OXA-48,,,
SYD032,SHV,,,
SYD032,TEM,163,blaTEM_2neg,1
SYD032,VEB,,,
SYD032,VIM,,,
SYD032,aac(3)-II,16,aac(3)-IIe,1
SYD032,aacA27,,,
SYD032,aacA4,,,
SYD032,aadB,,,
SYD032,armA,,,
SYD032,blaACT/blaMIR,,,
SYD032,blaCMY-2-like,,,
SYD032,blaCTX-M,80,G1-240G,1
SYD032,fosA3,,,
SYD032,rmtB,,,
SYD032,rmtC,,,
SYD032,rmtF,,,
SYD033,DHA,,,
SYD033,GES,,,
SYD033,IMP,,,
SYD033,KPC,,,
SYD033,NDM,,,
SYD033,OXA-10,,,
SYD033,OXA-30,,,
SYD033,OXA-48,,,
SYD033,SHV,,,
SYD033,TEM,157,blaTEM-1-like,1
SYD033,VEB,,,
SYD033,VIM,,,
SYD033,aac(3)-II,9,aac(3)-IId,1
SYD033,aacA27,,,
SYD033,aacA4,47,aacA4notGEN_1neg,1
SYD033,aadB,,,
SYD033,armA,,,
SYD033,blaACT/blaMIR,,,
SYD033,blaCMY-2-like,,,
SYD033,blaCTX-M,80,G1-240G,1
SYD033,fosA3,,,
SYD033,rmtB,,,
SYD033,rmtC,,,
SYD033,rmtF,,,
SYD034,DHA,,,
SYD034,GES,,,
SYD034,IMP,,,
SYD034,KPC,,,
SYD034,NDM,,,
SYD034,OXA-10,,,
SYD034,OXA-30,,,
SYD034,OXA-48,,,
SYD034,SHV,,,
SYD034,TEM,157,blaTEM-1-like,1
SYD034,VEB,,,
SYD034,VIM,,,
SYD034,aac(3)-II,9,aac(3)-IId,1
SYD034,aacA27,,,
SYD034,aacA4,47,aacA4notGEN_1neg,1
SYD034,aadB,,,
SYD034,armA,,,
SYD034,blaACT/blaMIR,,,
SYD034,blaCMY-2-like,,,
SYD034,blaCTX-M,80,G1-240G,1
SYD034,fosA3,,,
SYD034,rmtB,,,
SYD034,rmtC,,,
SYD034,rmtF,,,
SYD035,DHA,,,
SYD035,GES,,,
SYD035,IMP,,,
SYD035,KPC,,,
SYD035,NDM,,,
SYD035,OXA-10,,,
SYD035,OXA-30,,,
SYD035,OXA-48,,,
SYD035,SHV,,,
SYD035,TEM,163,blaTEM_2neg,1
SYD035,VEB,,,
SYD035,VIM,,,
SYD035,aac(3)-II,,,
SYD035,aacA27,,,
SYD035,aacA4,,,
SYD035,aadB,,,
SYD035,armA,,,
SYD035,blaACT/blaMIR,,,
SYD035,blaCMY-2-like,,,
SYD035,blaCTX-M,,,
SYD035,fosA3,,,
SYD035,rmtB,,,
SYD035,rmtC,,,
SYD035,rmtF,,,
SYD036,DHA,,,
SYD036,GES,,,
SYD036,IMP,,,
SYD036,KPC,,,
SYD036,NDM,,,
SYD036,OXA-10,,,
SYD036,OXA-30,117,blaOXA-30-like,1
SYD036,OXA-48,,,
SYD036,SHV,,,
SYD036,TEM,,,
SYD036,VEB,,,
SYD036,VIM,,,
SYD036,aac(3)-II,16,aac(3)-IIe,1
SYD036,aacA27,,,
SYD036,aacA4,,,
SYD036,aadB,,,
SYD036,armA,,,
SYD036,blaACT/blaMIR,,,
SYD036,blaCMY-2-like,,,
SYD036,blaCTX-M,80,G1-240G,1
SYD036,fosA3,,,
SYD036,rmtB,,,
SYD036,rmtC,,,
SYD036,rmtF,,,
SYD037,DHA,,,
SYD037,GES,,,
SYD037,IMP,,,
SYD037,KPC,,,
SYD037,NDM,,,
SYD037,OXA-10,,,
SYD037,OXA-30,117,blaOXA-30-like,1
SYD037,OXA-48,,,
SYD037,SHV,,,
SYD037,TEM,163,blaTEM_2neg,1
SYD037,VEB,,,
SYD037,VIM,,,
SYD037,aac(3)-II,16,aac(3)-IIe,1
SYD037,aacA27,,,
SYD037,aacA4,,,
SYD037,aadB,,,
SYD037,armA,,,
SYD037,blaACT/blaMIR,,,
SYD037,blaCMY-2-like,,,
SYD037,blaCTX-M,80,G1-240G,1
SYD037,fosA3,,,
SYD037,rmtB,,,
SYD037,rmtC,,,
SYD037,rmtF,,,
SYD038,DHA,,,
SYD038,GES,,,
SYD038,IMP,,,
SYD038,KPC,,,
SYD038,NDM,,,
SYD038,OXA-10,,,
SYD038,OXA-30,117,blaOXA-30-like,1
SYD038,OXA-48,,,
SYD038,SHV,,,
SYD038,TEM,157,blaTEM-1-like,1
SYD038,VEB,,,
SYD038,VIM,,,
SYD038,aac(3)-II,16,aac(3)-IIe,1
SYD038,aacA27,,,
SYD038,aacA4,,,
SYD038,aadB,,,
SYD038,armA,,,
SYD038,blaACT/blaMIR,,,
SYD038,blaCMY-2-like,,,
SYD038,blaCTX-M,80,G1-240G,1
SYD038,fosA3,,,
SYD038,rmtB,,,
SYD038,rmtC,,,
SYD038,rmtF,,,
SYD039,DHA,,,
SYD039,GES,,,
SYD039,IMP,,,
SYD039,KPC,,,
SYD039,NDM,,,
SYD039,OXA-10,,,
SYD039,OXA-30,,,
SYD039,OXA-48,,,
SYD039,SHV,,,
SYD039,TEM,,,
SYD039,VEB,,,
SYD039,VIM,,,
SYD039,aac(3)-II,,,
SYD039,aacA27,,,
SYD039,aacA4,,,
SYD039,aadB,,,
SYD039,armA,,,
SYD039,blaACT/blaMIR,,,
SYD039,blaCMY-2-like,,,
SYD039,blaCTX-M,74,G9-240G,1
SYD039,fosA3,,,
SYD039,rmtB,,,
SYD039,rmtC,,,
SYD039,rmtF,,,
SYD040,DHA,,,
SYD040,GES,,,
SYD040,IMP,,,
SYD040,KPC,,,
SYD040,NDM,,,
SYD040,OXA-10,,,
SYD040,OXA-30,,,
SYD040,OXA-48,,,
SYD040,SHV,,,
SYD040,TEM,,,
SYD040,VEB,,,
SYD040,VIM,,,
SYD040,aac(3)-II,,,
SYD040,aacA27,,,
SYD040,aacA4,,,
SYD040,aadB,,,
SYD040,armA,,,
SYD040,blaACT/blaMIR,,,
SYD040,blaCMY-2-like,,,
SYD040,blaCTX-M,74,G9-240G,1
SYD040,fosA3,,,
SYD040,rmtB,,,
SYD040,rmtC,,,
SYD040,rmtF,,,
SYD041,DHA,,,
SYD041,GES,,,
SYD041,IMP,,,
SYD041,KPC,,,
SYD041,NDM,,,
SYD041,OXA-10,,,
SYD041,OXA-30,,,
SYD041,OXA-48,,,
SYD041,SHV,,,
SYD041,TEM,,,
SYD041,VEB,,,
SYD041,VIM,,,
SYD041,aac(3)-II,,,
SYD041,aacA27,,,
SYD041,aacA4,,,
SYD041,aadB,,,
SYD041,armA,,,
SYD041,blaACT/blaMIR,,,
SYD041,blaCMY-2-like,,,
SYD041,blaCTX-M,70,G9-240D,1
SYD041,fosA3,,,
SYD041,rmtB,,,
SYD041,rmtC,,,
SYD041,rmtF,,,
SYD042,DHA,,,
SYD042,GES,,,
SYD042,IMP,,,
SYD042,KPC,,,
SYD042,NDM,,,
SYD042,OXA-10,,,
SYD042,OXA-30,,,
SYD042,OXA-48,,,
SYD042,SHV,,,
SYD042,TEM,157,blaTEM-1-like,1
SYD042,VEB,,,
SYD042,VIM,,,
SYD042,aac(3)-II,,,
SYD042,aacA27,,,
SYD042,aacA4,,,
SYD042,aadB,,,
SYD042,armA,,,
SYD042,blaACT/blaMIR,,,
SYD042,blaCMY-2-like,,,
SYD042,blaCTX-M,70,G9-240D,1
SYD042,fosA3,,,
SYD042,rmtB,,,
SYD042,rmtC,,,
SYD042,rmtF,,,
SYD043,DHA,,,
SYD043,GES,,,
SYD043,IMP,,,
SYD043,KPC,,,
SYD043,NDM,,,
SYD043,OXA-10,,,
SYD043,OXA-30,117,blaOXA-30-like,1
SYD043,OXA-48,,,
SYD043,SHV,,,
SYD043,TEM,163,blaTEM_2neg,1
SYD043,VEB,,,
SYD043,VIM,,,
SYD043,aac(3)-II,9,aac(3)-IId,1
SYD043,aacA27,,,
SYD043,aacA4,47,aacA4notGEN_1neg,1
SYD043,aadB,,,
SYD043,armA,,,
SYD043,blaACT/blaMIR,,,
SYD043,blaCMY-2-like,,,
SYD043,blaCTX-M,59,blaCTX-M-1,1
SYD043,fosA3,,,
SYD043,rmtB,,,
SYD043,rmtC,,,
SYD043,rmtF,,,
SYD044,DHA,,,
SYD044,GES,,,
SYD044,IMP,,,
SYD044,KPC,,,
SYD044,NDM,,,
SYD044,OXA-10,,,
SYD044,OXA-30,,,
SYD044,OXA-48,,,
SYD044,SHV,,,
SYD044,TEM,,,
SYD044,VEB,,,
SYD044,VIM,,,
SYD044,aac(3)-II,,,
SYD044,aacA27,,,
SYD044,aacA4,,,
SYD044,aadB,,,
SYD044,armA,,,
SYD044,blaACT/blaMIR,,,
SYD044,blaCMY-2-like,,,
SYD044,blaCTX-M,74,G9-240G,1
SYD044,fosA3,,,
SYD044,rmtB,,,
SYD044,rmtC,,,
SYD044,rmtF,,,
SYD045,DHA,,,
SYD045,GES,,,
SYD045,IMP,,,
SYD045,KPC,,,
SYD045,NDM,,,
SYD045,OXA-10,,,
SYD045,OXA-30,,,
SYD045,OXA-48,,,
SYD045,SHV,,,
SYD045,TEM,157,blaTEM-1-like,1
SYD045,VEB,,,
SYD045,VIM,,,
SYD045,aac(3)-II,9,aac(3)-IId,1
SYD045,aacA27,,,
SYD045,aacA4,47,aacA4notGEN_1neg,1
SYD045,aadB,,,
SYD045,armA,,,
SYD045,blaACT/blaMIR,,,
SYD045,blaCMY-2-like,,,
SYD045,blaCTX-M,70,G9-240D,1
SYD045,fosA3,,,
SYD045,rmtB,,,
SYD045,rmtC,,,
SYD045,rmtF,,,
SYD046,DHA,,,
SYD046,GES,,,
SYD046,IMP,,,
SYD046,KPC,,,
SYD046,NDM,,,
SYD046,OXA-10,,,
SYD046,OXA-30,117,blaOXA-30-like,1
SYD046,OXA-48,,,
SYD046,SHV,,,
SYD046,TEM,163,blaTEM_2neg,1
SYD046,VEB,,,
SYD046,VIM,,,
SYD046,aac(3)-II,16,aac(3)-IIe,1
SYD046,aacA27,,,
SYD046,aacA4,,,
SYD046,aadB,,,
SYD046,armA,,,
SYD046,blaACT/blaMIR,,,
SYD046,blaCMY-2-like,,,
SYD046,blaCTX-M,80,G1-240G,1
SYD046,fosA3,,,
SYD046,rmtB,,,
SYD046,rmtC,,,
SYD046,rmtF,,,
SYD047,DHA,,,
SYD047,GES,,,
SYD047,IMP,,,
SYD047,KPC,,,
SYD047,NDM,,,
SYD047,OXA-10,,,
SYD047,OXA-30,117,blaOXA-30-like,1
SYD047,OXA-48,,,
SYD047,SHV,,,
SYD047,TEM,,,
SYD047,VEB,,,
SYD047,VIM,,,
SYD047,aac(3)-II,16,aac(3)-IIe,1
SYD047,aacA27,,,
SYD047,aacA4,,,
SYD047,aadB,,,
SYD047,armA,,,
SYD047,blaACT/blaMIR,,,
SYD047,blaCMY-2-like,,,
SYD047,blaCTX-M,80,G1-240G,1
SYD047,fosA3,,,
SYD047,rmtB,,,
SYD047,rmtC,,,
SYD047,rmtF,,,
SYD048,DHA,,,
SYD048,GES,,,
SYD048,IMP,,,
SYD048,KPC,,,
SYD048,NDM,,,
SYD048,OXA-10,,,
SYD048,OXA-30,,,
SYD048,OXA-48,,,
SYD048,SHV,,,
SYD048,TEM,163,blaTEM_2neg,1
SYD048,VEB,,,
SYD048,VIM,,,
SYD048,aac(3)-II,,,
SYD048,aacA27,,,
SYD048,aacA4,,,
SYD048,aadB,,,
SYD048,armA,,,
SYD048,blaACT/blaMIR,,,
SYD048,blaCMY-2-like,,,
SYD048,blaCTX-M,80,G1-240G,1
SYD048,fosA3,,,
SYD048,rmtB,,,
SYD048,rmtC,,,
SYD048,rmtF,,,
SYD049,DHA,104,blaDHA,1
SYD049,GES,,,
SYD049,IMP,,,
SYD049,KPC,,,
SYD049,NDM,,,
SYD049,OXA-10,,,
SYD049,OXA-30,,,
SYD049,OXA-48,,,
SYD049,SHV,,,
SYD049,TEM,,,
SYD049,VEB,,,
SYD049,VIM,,,
SYD049,aac(3)-II,,,
SYD049,aacA27,,,
SYD049,aacA4,,,
SYD049,aadB,,,
SYD049,armA,,,
SYD049,blaACT/blaMIR,,,
SYD049,blaCMY-2-like,,,
SYD049,blaCTX-M,,,
SYD049,fosA3,,,
SYD049,rmtB,,,
SYD049,rmtC,,,
SYD049,rmtF,,,
SYD050,DHA,,,
SYD050,GES,,,
SYD050,IMP,,,
SYD050,KPC,,,
SYD050,NDM,,,
SYD050,OXA-10,,,
SYD050,OXA-30,117,blaOXA-30-like,1
SYD050,OXA-48,,,
SYD050,SHV,,,
SYD050,TEM,,,
SYD050,VEB,,,
SYD050,VIM,,,
SYD050,aac(3)-II,16,aac(3)-IIe,1
SYD050,aacA27,,,
SYD050,aacA4,,,
SYD050,aadB,,,
SYD050,armA,,,
SYD050,blaACT/blaMIR,,,
SYD050,blaCMY-2-like,,,
SYD050,blaCTX-M,80,G1-240G,1
SYD050,fosA3,,,
SYD050,rmtB,,,
SYD050,rmtC,,,
SYD050,rmtF,,,
SYD051,DHA,,,
SYD051,GES,,,
SYD051,IMP,,,
SYD051,KPC,,,
SYD051,NDM,,,
SYD051,OXA-10,,,
SYD051,OXA-30,,,
SYD051,OXA-48,,,
SYD051,SHV,,,
SYD051,TEM,157,blaTEM-1-like,1
SYD051,VEB,,,
SYD051,VIM,,,
SYD051,aac(3)-II,9,aac(3)-IId,1
SYD051,aacA27,,,
SYD051,aacA4,47,aacA4notGEN_1neg,1
SYD051,aadB,,,
SYD051,armA,,,
SYD051,blaACT/blaMIR,,,
SYD051,blaCMY-2-like,,,
SYD051,blaCTX-M,74,G9-240G,1
SYD051,fosA3,,,
SYD051,rmtB,,,
SYD051,rmtC,,,
SYD051,rmtF,,,
SYD052,DHA,,,
SYD052,GES,,,
SYD052,IMP,,,
SYD052,KPC,,,
SYD052,NDM,,,
SYD052,OXA-10,,,
SYD052,OXA-30,,,
SYD052,OXA-48,,,
SYD052,SHV,,,
SYD052,TEM,,,
SYD052,VEB,,,
SYD052,VIM,,,
SYD052,aac(3)-II,,,
SYD052,aacA27,,,
SYD052,aacA4,,,
SYD052,aadB,,,
SYD052,armA,,,
SYD052,blaACT/blaMIR,,,
SYD052,blaCMY-2-like,,,
SYD052,blaCTX-M,80,G1-240G,1
SYD052,fosA3,,,
SYD052,rmtB,,,
SYD052,rmtC,,,
SYD052,rmtF,,,
SYD053,DHA,,,
SYD053,GES,,,
SYD053,IMP,,,
SYD053,KPC,,,
SYD053,NDM,,,
SYD053,OXA-10,,,
SYD053,OXA-30,117,blaOXA-30-like,1
SYD053,OXA-48,,,
SYD053,SHV,,,
SYD053,TEM,,,
SYD053,VEB,,,
SYD053,VIM,,,
SYD053,aac(3)-II,16,aac(3)-IIe,1
SYD053,aacA27,,,
SYD053,aacA4,,,
SYD053,aadB,,,
SYD053,armA,,,
SYD053,blaACT/blaMIR,,,
SYD053,blaCMY-2-like,,,
SYD053,blaCTX-M,80,G1-240G,1
SYD053,fosA3,,,
SYD053,rmtB,,,
SYD053,rmtC,,,
SYD053,rmtF,,,
SYD054,DHA,,,
SYD054,GES,,,
SYD054,IMP,,,
SYD054,KPC,,,
SYD054,NDM,,,
SYD054,OXA-10,,,
SYD054,OXA-30,,,
SYD054,OXA-48,,,
SYD054,SHV,,,
SYD054,TEM,157,blaTEM-1-like,1
SYD054,VEB,,,
SYD054,VIM,,,
SYD054,aac(3)-II,,,
SYD054,aacA27,,,
SYD054,aacA4,,,
SYD054,aadB,,,
SYD054,armA,,,
SYD054,blaACT/blaMIR,,,
SYD054,blaCMY-2-like,,,
SYD054,blaCTX-M,70,G9-240D,1
SYD054,fosA3,,,
SYD054,rmtB,,,
SYD054,rmtC,,,
SYD054,rmtF,,,
SYD055,DHA,,,
SYD055,GES,,,
SYD055,IMP,,,
SYD055,KPC,,,
SYD055,NDM,,,
SYD055,OXA-10,,,
SYD055,OXA-30,,,
SYD055,OXA-48,,,
SYD055,SHV,,,
SYD055,TEM,163,blaTEM_2neg,1
SYD055,VEB,,,
SYD055,VIM,,,
SYD055,aac(3)-II,,,
SYD055,aacA27,,,
SYD055,aacA4,,,
SYD055,aadB,,,
SYD055,armA,,,
SYD055,blaACT/blaMIR,,,
SYD055,blaCMY-2-like,,,
SYD055,blaCTX-M,89,G1_240G+G9-240D,1
SYD055,fosA3,,,
SYD055,rmtB,,,
SYD055,rmtC,,,
SYD055,rmtF,,,
SYD056,DHA,,,
SYD056,GES,,,
SYD056,IMP,,,
SYD056,KPC,,,
SYD056,NDM,,,
SYD056,OXA-10,,,
SYD056,OXA-30,,,
SYD056,OXA-48,,,
SYD056,SHV,,,
SYD056,TEM,157,blaTEM-1-like,1
SYD056,VEB,,,
SYD056,VIM,,,
SYD056,aac(3)-II,9,aac(3)-IId,1
SYD056,aacA27,,,
SYD056,aacA4,47,aacA4notGEN_1neg,1
SYD056,aadB,48,aadB,1
SYD056,armA,,,
SYD056,blaACT/blaMIR,,,
SYD056,blaCMY-2-like,,,
SYD056,blaCTX-M,80,G1-240G,1
SYD056,fosA3,,,
SYD056,rmtB,,,
SYD056,rmtC,,,
SYD056,rmtF,,,
SYD057,DHA,,,
SYD057,GES,,,
SYD057,IMP,,,
SYD057,KPC,,,
SYD057,NDM,,,
SYD057,OXA-10,,,
SYD057,OXA-30,117,blaOXA-30-like,1
SYD057,OXA-48,,,
SYD057,SHV,,,
SYD057,TEM,,,
SYD057,VEB,,,
SYD057,VIM,,,
SYD057,aac(3)-II,16,aac(3)-IIe,1
SYD057,aacA27,,,
SYD057,aacA4,,,
SYD057,aadB,,,
SYD057,armA,,,
SYD057,blaACT/blaMIR,,,
SYD057,blaCMY-2-like,,,
SYD057,blaCTX-M,80,G1-240G,1
SYD057,fosA3,,,
SYD057,rmtB,,,
SYD057,rmtC,,,
SYD057,rmtF,,,
SYD058,DHA,,,
SYD058,GES,,,
SYD058,IMP,,,
SYD058,KPC,,,
SYD058,NDM,,,
SYD058,OXA-10,,,
SYD058,OXA-30,,,
SYD058,OXA-48,,,
SYD058,SHV,,,
SYD058,TEM,163,blaTEM_2neg,1
SYD058,VEB,,,
SYD058,VIM,,,
SYD058,aac(3)-II,,,
SYD058,aacA27,,,
SYD058,aacA4,,,
SYD058,aadB,,,
SYD058,armA,,,
SYD058,blaACT/blaMIR,,,
SYD058,blaCMY-2-like,,,
SYD058,blaCTX-M,70,G9-240D,1
SYD058,fosA3,,,
SYD058,rmtB,,,
SYD058,rmtC,,,
SYD058,rmtF,,,
SYD059,DHA,,,
SYD059,GES,,,
SYD059,IMP,,,
SYD059,KPC,,,
SYD059,NDM,,,
SYD059,OXA-10,,,
SYD059,OXA-30,,,
SYD059,OXA-48,,,
SYD059,SHV,,,
SYD059,TEM,157,blaTEM-1-like,1
SYD059,VEB,,,
SYD059,VIM,,,
SYD059,aac(3)-II,9,aac(3)-IId,1
SYD059,aacA27,,,
SYD059,aacA4,47,aacA4notGEN_1neg,1
SYD059,aadB,,,
SYD059,armA,,,
SYD059,blaACT/blaMIR,,,
SYD059,blaCMY-2-like,,,
SYD059,blaCTX-M,70,G9-240D,1
SYD059,fosA3,,,
SYD059,rmtB,,,
SYD059,rmtC,,,
SYD059,rmtF,,,
SYD060,DHA,,,
SYD060,GES,,,
SYD060,IMP,,,
SYD060,KPC,,,
SYD060,NDM,,,
SYD060,OXA-10,,,
SYD060,OXA-30,,,
SYD060,OXA-48,,,
SYD060,SHV,,,
