Sample_Id,Gene,Rule_Id,Final_interpretation,IsPassedRule
ITA116,aacA27,,,
ITA116,aacA4,,,
ITA116,aadB,,,
ITA116,armA,,,
ITA116,blaACT/blaMIR,,,
ITA116,blaCMY-2-like,,,
ITA116,blaCTX-M,80,G1-240G,1
ITA116,fosA3,,,
ITA116,rmtB,,,
ITA116,rmtC,,,
ITA116,rmtF,,,
ITA117,DHA,,,
ITA117,GES,,,
ITA117,IMP,,,
ITA117,KPC,,,
ITA117,NDM,,,
ITA117,OXA-10,,,
ITA117,OXA-30,117,blaOXA-30-like,1
ITA117,OXA-48,,,
ITA117,SHV,,,
ITA117,TEM,157,blaTEM-1-like,1
ITA117,VEB,,,
ITA117,VIM,,,
ITA117,aac(3)-II,16,aac(3)-IIe,1
ITA117,aacA27,,,
ITA117,aacA4,,,
ITA117,aadB,,,
ITA117,armA,,,
ITA117,blaACT/blaMIR,,,
ITA117,blaCMY-2-like,,,
ITA117,blaCTX-M,80,G1-240G,1
ITA117,fosA3,,,
ITA117,rmtB,,,
ITA117,rmtC,,,
ITA117,rmtF,,,
ITA118,DHA,,,
ITA118,GES,,,
ITA118,IMP,,,
ITA118,KPC,,,
ITA118,NDM,,,
ITA118,OXA-10,,,
ITA118,OXA-30,117,blaOXA-30-like,1
ITA118,OXA-48,,,
ITA118,SHV,,,
ITA118,TEM,,,
ITA118,VEB,,,
ITA118,VIM,,,
ITA118,aac(3)-II,16,aac(3)-IIe,1
ITA118,aacA27,,,
ITA118,aacA4,,,
ITA118,aadB,,,
ITA118,armA,,,
ITA118,blaACT/blaMIR,,,
ITA118,blaCMY-2-like,,,
ITA118,blaCTX-M,80,G1-240G,1
ITA118,fosA3,,,
ITA118,rmtB,,,
ITA118,rmtC,,,
ITA118,rmtF,,,
ITA119,DHA,,,
ITA119,GES,,,
ITA119,IMP,,,
ITA119,KPC,113,blaKPC,1
ITA119,NDM,,,
ITA119,OXA-10,,,
ITA119,OXA-30,,,
ITA119,OXA-48,,,
ITA119,SHV,,,
ITA119,TEM,157,blaTEM-1-like,1
ITA119,VEB,,,
ITA119,VIM,,,
ITA119,aac(3)-II,,,
ITA119,aacA27,,,
ITA119,aacA4,,,
ITA119,aadB,,,
ITA119,armA,,,
ITA119,blaACT/blaMIR,,,
ITA119,blaCMY-2-like,,,
ITA119,blaCTX-M,,,
ITA119,fosA3,,,
ITA119,rmtB,,,
ITA119,rmtC,,,
ITA119,rmtF,,,
ITA120,DHA,,,
ITA120,GES,,,
ITA120,IMP,,,
ITA120,KPC,,,
ITA120,NDM,,,
ITA120,OXA-10,,,
ITA120,OXA-30,,,
ITA120,OXA-48,,,
ITA120,SHV,,,
ITA120,TEM,157,blaTEM-1-like,1
ITA120,VEB,,,
ITA120,VIM,,,
ITA120,aac(3)-II,16,aac(3)-IIe,1
ITA120,aacA27,,,
ITA120,aacA4,,,
ITA120,aadB,,,
ITA120,armA,,,
ITA120,blaACT/blaMIR,,,
ITA120,blaCMY-2-like,,,
ITA120,blaCTX-M,80,G1-240G,1
ITA120,fosA3,,,
ITA120,rmtB,,,
ITA120,rmtC,,,
ITA120,rmtF,,,
ITA121,DHA,,,
ITA121,GES,,,
ITA121,IMP,,,
ITA121,KPC,113,blaKPC,1
ITA121,NDM,,,
ITA121,OXA-10,,,
ITA121,OXA-30,,,
ITA121,OXA-48,,,
ITA121,SHV,,,
ITA121,TEM,157,blaTEM-1-like,1
ITA121,VEB,,,
ITA121,VIM,,,
ITA121,aac(3)-II,,,
ITA121,aacA27,,,
ITA121,aacA4,,,
ITA121,aadB,,,
ITA121,armA,,,
ITA121,blaACT/blaMIR,55,blaMIR,1
ITA121,blaCMY-2-like,,,
ITA121,blaCTX-M,,,
ITA121,fosA3,,,
ITA121,rmtB,,,
ITA121,rmtC,,,
ITA121,rmtF,,,
ITA122,DHA,,,
ITA122,GES,,,
ITA122,IMP,,,
ITA122,KPC,,,
ITA122,NDM,,,
ITA122,OXA-10,,,
ITA122,OXA-30,,,
ITA122,OXA-48,,,
ITA122,SHV,,,
ITA122,TEM,162,blaTEM_1neg,1
ITA122,VEB,,,
ITA122,VIM,,,
ITA122,aac(3)-II,15,aac(3)-IIe,1
ITA122,aacA27,,,
ITA122,aacA4,,,
ITA122,aadB,,,
ITA122,armA,,,
ITA122,blaACT/blaMIR,,,
ITA122,blaCMY-2-like,,,
ITA122,blaCTX-M,,,
ITA122,fosA3,,,
ITA122,rmtB,,,
ITA122,rmtC,,,
ITA122,rmtF,,,
ITA123,DHA,,,
ITA123,GES,,,
ITA123,IMP,,,
ITA123,KPC,,,
ITA123,NDM,,,
ITA123,OXA-10,,,
ITA123,OXA-30,117,blaOXA-30-like,1
ITA123,OXA-48,,,
ITA123,SHV,,,
ITA123,TEM,157,blaTEM-1-like,1
ITA123,VEB,,,
ITA123,VIM,,,
ITA123,aac(3)-II,,,
ITA123,aacA27,,,
ITA123,aacA4,,,
ITA123,aadB,,,
ITA123,armA,,,
ITA123,blaACT/blaMIR,,,
ITA123,blaCMY-2-like,,,
ITA123,blaCTX-M,80,G1-240G,1
ITA123,fosA3,,,
ITA123,rmtB,,,
ITA123,rmtC,,,
ITA123,rmtF,,,
ITA124,DHA,,,
ITA124,GES,,,
ITA124,IMP,,,
ITA124,KPC,,,
ITA124,NDM,,,
ITA124,OXA-10,,,
ITA124,OXA-30,117,blaOXA-30-like,1
ITA124,OXA-48,,,
ITA124,SHV,,,
ITA124,TEM,157,blaTEM-1-like,1
ITA124,VEB,,,
ITA124,VIM,,,
ITA124,aac(3)-II,,,
ITA124,aacA27,,,
ITA124,aacA4,,,
ITA124,aadB,,,
ITA124,armA,,,
ITA124,blaACT/blaMIR,,,
ITA124,blaCMY-2-like,,,
ITA124,blaCTX-M,80,G1-240G,1
ITA124,fosA3,,,
ITA124,rmtB,,,
ITA124,rmtC,,,
ITA124,rmtF,,,
ITA125,DHA,,,
ITA125,GES,,,
ITA125,IMP,,,
ITA125,KPC,113,blaKPC,1
ITA125,NDM,,,
ITA125,OXA-10,,,
ITA125,OXA-30,,,
ITA125,OXA-48,,,
ITA125,SHV,,,
ITA125,TEM,157,blaTEM-1-like,1
ITA125,VEB,,,
ITA125,VIM,,,
ITA125,aac(3)-II,,,
ITA125,aacA27,,,
ITA125,aacA4,,,
ITA125,aadB,,,
ITA125,armA,,,
ITA125,blaACT/blaMIR,,,
ITA125,blaCMY-2-like,,,
ITA125,blaCTX-M,,,
ITA125,fosA3,,,
ITA125,rmtB,,,
ITA125,rmtC,,,
ITA125,rmtF,,,
ITA126,DHA,,,
ITA126,GES,,,
ITA126,IMP,,,
ITA126,KPC,,,
ITA126,NDM,,,
ITA126,OXA-10,,,
ITA126,OXA-30,,,
ITA126,OXA-48,,,
ITA126,SHV,,,
ITA126,TEM,,,
ITA126,VEB,,,
ITA126,VIM,,,
ITA126,aac(3)-II,,,
ITA126,aacA27,,,
ITA126,aacA4,,,
ITA126,aadB,,,
ITA126,armA,,,
ITA126,blaACT/blaMIR,,,
ITA126,blaCMY-2-like,,,
ITA126,blaCTX-M,80,G1-240G,1
ITA126,fosA3,,,
ITA126,rmtB,,,
ITA126,rmtC,,,
ITA126,rmtF,,,
ITA127,DHA,,,
ITA127,GES,,,
ITA127,IMP,,,
ITA127,KPC,,,
ITA127,NDM,,,
ITA127,OXA-10,,,
ITA127,OXA-30,,,
ITA127,OXA-48,,,
ITA127,SHV,,,
ITA127,TEM,,,
ITA127,VEB,,,
ITA127,VIM,,,
ITA127,aac(3)-II,,,
ITA127,aacA27,,,
ITA127,aacA4,,,
ITA127,aadB,,,
ITA127,armA,,,
ITA127,blaACT/blaMIR,,,
ITA127,blaCMY-2-like,,,
ITA127,blaCTX-M,,,
ITA127,fosA3,,,
ITA127,rmtB,,,
ITA127,rmtC,,,
ITA127,rmtF,,,
ITA128,DHA,,,
ITA128,GES,,,
ITA128,IMP,,,
ITA128,KPC,,,
ITA128,NDM,,,
ITA128,OXA-10,,,
ITA128,OXA-30,117,blaOXA-30-like,1
ITA128,OXA-48,,,
ITA128,SHV,,,
ITA128,TEM,157,blaTEM-1-like,1
ITA128,VEB,,,
ITA128,VIM,,,
ITA128,aac(3)-II,16,aac(3)-IIe,1
ITA128,aacA27,,,
ITA128,aacA4,,,
ITA128,aadB,,,
ITA128,armA,,,
ITA128,blaACT/blaMIR,,,
ITA128,blaCMY-2-like,,,
ITA128,blaCTX-M,80,G1-240G,1
ITA128,fosA3,,,
ITA128,rmtB,,,
ITA128,rmtC,,,
ITA128,rmtF,,,
ITA129,DHA,,,
ITA129,GES,,,
ITA129,IMP,,,
ITA129,KPC,,,
ITA129,NDM,,,
ITA129,OXA-10,,,
ITA129,OXA-30,117,blaOXA-30-like,1
ITA129,OXA-48,,,
ITA129,SHV,,,
ITA129,TEM,157,blaTEM-1-like,1
ITA129,VEB,,,
ITA129,VIM,,,
ITA129,aac(3)-II,7,aac(3)-IId,1
ITA129,aacA27,,,
ITA129,aacA4,,,
ITA129,aadB,,,
ITA129,armA,,,
ITA129,blaACT/blaMIR,,,
ITA129,blaCMY-2-like,,,
ITA129,blaCTX-M,80,G1-240G,1
ITA129,fosA3,,,
ITA129,rmtB,,,
ITA129,rmtC,,,
ITA129,rmtF,,,
ITA130,DHA,,,
ITA130,GES,,,
ITA130,IMP,,,
ITA130,KPC,,,
ITA130,NDM,,,
ITA130,OXA-10,,,
ITA130,OXA-30,117,blaOXA-30-like,1
ITA130,OXA-48,,,
ITA130,SHV,,,
ITA130,TEM,157,blaTEM-1-like,1
ITA130,VEB,,,
ITA130,VIM,,,
ITA130,aac(3)-II,7,aac(3)-IId,1
ITA130,aacA27,,,
ITA130,aacA4,,,
ITA130,aadB,,,
ITA130,armA,,,
ITA130,blaACT/blaMIR,,,
ITA130,blaCMY-2-like,,,
ITA130,blaCTX-M,80,G1-240G,1
ITA130,fosA3,,,
ITA130,rmtB,,,
ITA130,rmtC,,,
ITA130,rmtF,,,
ITA131,DHA,,,
ITA131,GES,,,
ITA131,IMP,,,
ITA131,KPC,,,
ITA131,NDM,,,
ITA131,OXA-10,,,
ITA131,OXA-30,117,blaOXA-30-like,1
ITA131,OXA-48,,,
ITA131,SHV,,,
ITA131,TEM,157,blaTEM-1-like,1
ITA131,VEB,,,
ITA131,VIM,,,
ITA131,aac(3)-II,16,aac(3)-IIe,1
ITA131,aacA27,,,
ITA131,aacA4,,,
ITA131,aadB,,,
ITA131,armA,,,
ITA131,blaACT/blaMIR,,,
ITA131,blaCMY-2-like,,,
ITA131,blaCTX-M,80,G1-240G,1
ITA131,fosA3,,,
ITA131,rmtB,,,
ITA131,rmtC,,,
ITA131,rmtF,,,
ITA132,DHA,,,
ITA132,GES,,,
ITA132,IMP,,,
ITA132,KPC,113,blaKPC,1
ITA132,NDM,,,
ITA132,OXA-10,,,
ITA132,OXA-30,,,
ITA132,OXA-48,,,
ITA132,SHV,,,
ITA132,TEM,157,blaTEM-1-like,1
ITA132,VEB,,,
ITA132,VIM,,,
ITA132,aac(3)-II,,,
ITA132,aacA27,,,
ITA132,aacA4,,,
ITA132,aadB,,,
ITA132,armA,,,
ITA132,blaACT/blaMIR,,,
ITA132,blaCMY-2-like,,,
ITA132,blaCTX-M,,,
ITA132,fosA3,,,
ITA132,rmtB,,,
ITA132,rmtC,,,
ITA132,rmtF,,,
ITA133,DHA,,,
ITA133,GES,,,
ITA133,IMP,,,
ITA133,KPC,113,blaKPC,1
ITA133,NDM,,,
ITA133,OXA-10,,,
ITA133,OXA-30,,,
ITA133,OXA-48,,,
ITA133,SHV,,,
ITA133,TEM,157,blaTEM-1-like,1
ITA133,VEB,,,
ITA133,VIM,,,
ITA133,aac(3)-II,,,
ITA133,aacA27,,,
ITA133,aacA4,,,
ITA133,aadB,,,
ITA133,armA,,,
ITA133,blaACT/blaMIR,,,
ITA133,blaCMY-2-like,,,
ITA133,blaCTX-M,,,
ITA133,fosA3,,,
ITA133,rmtB,,,
ITA133,rmtC,,,
ITA133,rmtF,,,
ITA134,DHA,,,
ITA134,GES,,,
ITA134,IMP,,,
ITA134,KPC,,,
ITA134,NDM,,,
ITA134,OXA-10,,,
ITA134,OXA-30,117,blaOXA-30-like,1
ITA134,OXA-48,,,
ITA134,SHV,,,
ITA134,TEM,157,blaTEM-1-like,1
ITA134,VEB,,,
ITA134,VIM,,,
ITA134,aac(3)-II,16,aac(3)-IIe,1
ITA134,aacA27,,,
ITA134,aacA4,,,
ITA134,aadB,,,
ITA134,armA,,,
ITA134,blaACT/blaMIR,,,
ITA134,blaCMY-2-like,,,
ITA134,blaCTX-M,80,G1-240G,1
ITA134,fosA3,,,
ITA134,rmtB,,,
ITA134,rmtC,,,
ITA134,rmtF,,,
ITA135,DHA,,,
ITA135,GES,,,
ITA135,IMP,,,
ITA135,KPC,,,
ITA135,NDM,,,
ITA135,OXA-10,,,
ITA135,OXA-30,117,blaOXA-30-like,1
ITA135,OXA-48,,,
ITA135,SHV,,,
ITA135,TEM,157,blaTEM-1-like,1
ITA135,VEB,,,
ITA135,VIM,,,
ITA135,aac(3)-II,16,aac(3)-IIe,1
ITA135,aacA27,,,
ITA135,aacA4,,,
ITA135,aadB,,,
ITA135,armA,,,
ITA135,blaACT/blaMIR,,,
ITA135,blaCMY-2-like,,,
ITA135,blaCTX-M,80,G1-240G,1
ITA135,fosA3,,,
ITA135,rmtB,,,
ITA135,rmtC,,,
ITA135,rmtF,,,
ITA136,DHA,,,
ITA136,GES,,,
ITA136,IMP,,,
ITA136,KPC,,,
ITA136,NDM,,,
ITA136,OXA-10,,,
ITA136,OXA-30,117,blaOXA-30-like,1
ITA136,OXA-48,,,
ITA136,SHV,,,
ITA136,TEM,157,blaTEM-1-like,1
ITA136,VEB,,,
ITA136,VIM,,,
ITA136,aac(3)-II,16,aac(3)-IIe,1
ITA136,aacA27,,,
ITA136,aacA4,,,
ITA136,aadB,,,
ITA136,armA,,,
ITA136,blaACT/blaMIR,,,
ITA136,blaCMY-2-like,,,
ITA136,blaCTX-M,80,G1-240G,1
ITA136,fosA3,,,
ITA136,rmtB,,,
ITA136,rmtC,,,
ITA136,rmtF,,,
ITA137,DHA,,,
ITA137,GES,,,
ITA137,IMP,,,
ITA137,KPC,,,
ITA137,NDM,,,
ITA137,OXA-10,,,
ITA137,OXA-30,117,blaOXA-30-like,1
ITA137,OXA-48,,,
ITA137,SHV,,,
ITA137,TEM,157,blaTEM-1-like,1
ITA137,VEB,,,
ITA137,VIM,,,
ITA137,aac(3)-II,16,aac(3)-IIe,1
ITA137,aacA27,,,
ITA137,aacA4,,,
ITA137,aadB,,,
ITA137,armA,,,
ITA137,blaACT/blaMIR,,,
ITA137,blaCMY-2-like,,,
ITA137,blaCTX-M,80,G1-240G,1
ITA137,fosA3,,,
ITA137,rmtB,,,
ITA137,rmtC,,,
ITA137,rmtF,,,
ITA138,DHA,,,
ITA138,GES,,,
ITA138,IMP,,,
ITA138,KPC,,,
ITA138,NDM,,,
ITA138,OXA-10,,,
ITA138,OXA-30,117,blaOXA-30-like,1
ITA138,OXA-48,,,
ITA138,SHV,,,
ITA138,TEM,157,blaTEM-1-like,1
ITA138,VEB,,,
ITA138,VIM,,,
ITA138,aac(3)-II,16,aac(3)-IIe,1
ITA138,aacA27,,,
ITA138,aacA4,,,
ITA138,aadB,,,
ITA138,armA,,,
ITA138,blaACT/blaMIR,,,
ITA138,blaCMY-2-like,,,
ITA138,blaCTX-M,80,G1-240G,1
ITA138,fosA3,,,
ITA138,rmtB,,,
ITA138,rmtC,,,
ITA138,rmtF,,,
ITA139,DHA,,,
ITA139,GES,,,
ITA139,IMP,,,
ITA139,KPC,113,blaKPC,1
ITA139,NDM,,,
ITA139,OXA-10,,,
ITA139,OXA-30,,,
ITA139,OXA-48,,,
ITA139,SHV,,,
ITA139,TEM,157,blaTEM-1-like,1
ITA139,VEB,,,
ITA139,VIM,,,
ITA139,aac(3)-II,,,
ITA139,aacA27,,,
ITA139,aacA4,,,
ITA139,aadB,,,
ITA139,armA,,,
ITA139,blaACT/blaMIR,,,
ITA139,blaCMY-2-like,,,
ITA139,blaCTX-M,,,
ITA139,fosA3,,,
ITA139,rmtB,,,
ITA139,rmtC,,,
ITA139,rmtF,,,
ITA140,DHA,104,blaDHA,1
ITA140,GES,,,
ITA140,IMP,,,
ITA140,KPC,113,blaKPC,1
ITA140,NDM,,,
ITA140,OXA-10,,,
ITA140,OXA-30,,,
ITA140,OXA-48,,,
ITA140,SHV,,,
ITA140,TEM,157,blaTEM-1-like,1
ITA140,VEB,,,
ITA140,VIM,,,
ITA140,aac(3)-II,,,
ITA140,aacA27,,,
ITA140,aacA4,,,
ITA140,aadB,,,
ITA140,armA,,,
ITA140,blaACT/blaMIR,,,
ITA140,blaCMY-2-like,,,
ITA140,blaCTX-M,,,
ITA140,fosA3,,,
ITA140,rmtB,,,
ITA140,rmtC,,,
ITA140,rmtF,,,
ITA141,DHA,,,
ITA141,GES,,,
ITA141,IMP,,,
ITA141,KPC,113,blaKPC,1
ITA141,NDM,,,
ITA141,OXA-10,,,
ITA141,OXA-30,,,
ITA141,OXA-48,,,
ITA141,SHV,,,
ITA141,TEM,157,blaTEM-1-like,1
ITA141,VEB,,,
ITA141,VIM,,,
ITA141,aac(3)-II,,,
ITA141,aacA27,,,
ITA141,aacA4,,,
ITA141,aadB,,,
ITA141,armA,,,
ITA141,blaACT/blaMIR,,,
ITA141,blaCMY-2-like,,,
ITA141,blaCTX-M,,,
ITA141,fosA3,,,
ITA141,rmtB,,,
ITA141,rmtC,,,
ITA141,rmtF,,,
ITA142,DHA,,,
ITA142,GES,,,
ITA142,IMP,,,
ITA142,KPC,113,blaKPC,1
ITA142,NDM,,,
ITA142,OXA-10,,,
ITA142,OXA-30,,,
ITA142,OXA-48,,,
ITA142,SHV,,,
ITA142,TEM,157,blaTEM-1-like,1
ITA142,VEB,,,
ITA142,VIM,,,
ITA142,aac(3)-II,,,
ITA142,aacA27,,,
ITA142,aacA4,,,
ITA142,aadB,,,
ITA142,armA,,,
ITA142,blaACT/blaMIR,,,
ITA142,blaCMY-2-like,,,
ITA142,blaCTX-M,,,
ITA142,fosA3,,,
ITA142,rmtB,,,
ITA142,rmtC,,,
ITA142,rmtF,,,
ITA143,DHA,,,
ITA143,GES,,,
ITA143,IMP,,,
ITA143,KPC,,,
ITA143,NDM,,,
ITA143,OXA-10,,,
ITA143,OXA-30,117,blaOXA-30-like,1
ITA143,OXA-48,,,
ITA143,SHV,,,
ITA143,TEM,157,blaTEM-1-like,1
ITA143,VEB,,,
ITA143,VIM,,,
ITA143,aac(3)-II,16,aac(3)-IIe,1
ITA143,aacA27,,,
ITA143,aacA4,,,
ITA143,aadB,,,
ITA143,armA,,,
ITA143,blaACT/blaMIR,,,
ITA143,blaCMY-2-like,,,
ITA143,blaCTX-M,80,G1-240G,1
ITA143,fosA3,,,
ITA143,rmtB,,,
ITA143,rmtC,,,
ITA143,rmtF,,,
ITA144,DHA,,,
ITA144,GES,,,
ITA144,IMP,,,
ITA144,KPC,113,blaKPC,1
ITA144,NDM,,,
ITA144,OXA-10,,,
ITA144,OXA-30,,,
ITA144,OXA-48,,,
ITA144,SHV,,,
ITA144,TEM,,,
ITA144,VEB,,,
ITA144,VIM,167,blaVIM-2-like,1
ITA144,aac(3)-II,,,
ITA144,aacA27,,,
ITA144,aacA4,,,
ITA144,aadB,,,
ITA144,armA,,,
ITA144,blaACT/blaMIR,,,
ITA144,blaCMY-2-like,,,
ITA144,blaCTX-M,,,
ITA144,fosA3,,,
ITA144,rmtB,,,
ITA144,rmtC,,,
ITA144,rmtF,,,
ITA145,DHA,,,
ITA145,GES,,,
ITA145,IMP,,,
ITA145,KPC,,,
ITA145,NDM,,,
ITA145,OXA-10,,,
ITA145,OXA-30,,,
ITA145,OXA-48,,,
ITA145,SHV,,,
ITA145,TEM,,,
ITA145,VEB,,,
ITA145,VIM,166,blaVIM-1-like,1
ITA145,aac(3)-II,,,
ITA145,aacA27,,,
ITA145,aacA4,,,
ITA145,aadB,,,
ITA145,armA,,,
ITA145,blaACT/blaMIR,,,
ITA145,blaCMY-2-like,,,
ITA145,blaCTX-M,,,
ITA145,fosA3,,,
ITA145,rmtB,,,
ITA145,rmtC,,,
ITA145,rmtF,,,
ITA146,DHA,,,
ITA146,GES,,,
ITA146,IMP,,,
ITA146,KPC,,,
ITA146,NDM,,,
ITA146,OXA-10,,,
ITA146,OXA-30,117,blaOXA-30-like,1
ITA146,OXA-48,,,
ITA146,SHV,,,
ITA146,TEM,157,blaTEM-1-like,1
ITA146,VEB,,,
ITA146,VIM,,,
ITA146,aac(3)-II,16,aac(3)-IIe,1
ITA146,aacA27,,,
ITA146,aacA4,,,
ITA146,aadB,,,
ITA146,armA,,,
ITA146,blaACT/blaMIR,,,
ITA146,blaCMY-2-like,,,
ITA146,blaCTX-M,80,G1-240G,1
ITA146,fosA3,,,
ITA146,rmtB,,,
ITA146,rmtC,,,
ITA146,rmtF,,,
ITA147,DHA,,,
ITA147,GES,,,
ITA147,IMP,,,
ITA147,KPC,113,blaKPC,1
ITA147,NDM,,,
ITA147,OXA-10,,,
ITA147,OXA-30,,,
ITA147,OXA-48,,,
ITA147,SHV,,,
ITA147,TEM,157,blaTEM-1-like,1
ITA147,VEB,,,
ITA147,VIM,,,
ITA147,aac(3)-II,,,
ITA147,aacA27,,,
ITA147,aacA4,,,
ITA147,aadB,,,
ITA147,armA,,,
ITA147,blaACT/blaMIR,,,
ITA147,blaCMY-2-like,,,
ITA147,blaCTX-M,,,
ITA147,fosA3,,,
ITA147,rmtB,,,
ITA147,rmtC,,,
ITA147,rmtF,,,
ITA148,DHA,,,
ITA148,GES,,,
ITA148,IMP,,,
ITA148,KPC,113,blaKPC,1
ITA148,NDM,,,
ITA148,OXA-10,,,
ITA148,OXA-30,,,
ITA148,OXA-48,,,
ITA148,SHV,,,
ITA148,TEM,157,blaTEM-1-like,1
ITA148,VEB,,,
ITA148,VIM,,,
ITA148,aac(3)-II,,,
ITA148,aacA27,,,
ITA148,aacA4,,,
ITA148,aadB,,,
ITA148,armA,,,
ITA148,blaACT/blaMIR,,,
ITA148,blaCMY-2-like,,,
ITA148,blaCTX-M,,,
ITA148,fosA3,,,
ITA148,rmtB,,,
ITA148,rmtC,,,
ITA148,rmtF,,,
ITA149,DHA,,,
ITA149,GES,,,
ITA149,IMP,,,
ITA149,KPC,113,blaKPC,1
ITA149,NDM,,,
ITA149,OXA-10,,,
ITA149,OXA-30,,,
ITA149,OXA-48,,,
ITA149,SHV,,,
ITA149,TEM,,,
ITA149,VEB,,,
ITA149,VIM,,,
ITA149,aac(3)-II,,,
ITA149,aacA27,,,
ITA149,aacA4,,,
ITA149,aadB,,,
ITA149,armA,,,
ITA149,blaACT/blaMIR,,,
ITA149,blaCMY-2-like,,,
ITA149,blaCTX-M,,,
ITA149,fosA3,,,
ITA149,rmtB,,,
ITA149,rmtC,,,
ITA149,rmtF,,,
ITA150,DHA,,,
ITA150,GES,,,
ITA150,IMP,,,
ITA150,KPC,113,blaKPC,1
ITA150,NDM,,,
ITA150,OXA-10,,,
ITA150,OXA-30,,,
ITA150,OXA-48,,,
ITA150,SHV,,,
ITA150,TEM,157,blaTEM-1-like,1
ITA150,VEB,,,
ITA150,VIM,,,
ITA150,aac(3)-II,,,
ITA150,aacA27,,,
ITA150,aacA4,,,
ITA150,aadB,,,
ITA150,armA,,,
ITA150,blaACT/blaMIR,,,
ITA150,blaCMY-2-like,,,
ITA150,blaCTX-M,,,
ITA150,fosA3,,,
ITA150,rmtB,,,
ITA150,rmtC,,,
ITA150,rmtF,,,
ITA151,DHA,,,
ITA151,GES,,,
ITA151,IMP,,,
ITA151,KPC,,,
ITA151,NDM,,,
ITA151,OXA-10,,,
ITA151,OXA-30,,,
ITA151,OXA-48,,,
ITA151,SHV,,,
ITA151,TEM,163,blaTEM_2neg,1
ITA151,VEB,,,
ITA151,VIM,,,
ITA151,aac(3)-II,,,
ITA151,aacA27,,,
ITA151,aacA4,,,
ITA151,aadB,,,
ITA151,armA,,,
ITA151,blaACT/blaMIR,,,
ITA151,blaCMY-2-like,,,
ITA151,blaCTX-M,,,
ITA151,fosA3,,,
ITA151,rmtB,,,
ITA151,rmtC,,,
ITA151,rmtF,,,
ITA152,DHA,,,
ITA152,GES,,,
ITA152,IMP,,,
ITA152,KPC,,,
ITA152,NDM,,,
ITA152,OXA-10,,,
ITA152,OXA-30,,,
ITA152,OXA-48,,,
ITA152,SHV,,,
ITA152,TEM,,,
ITA152,VEB,,,
ITA152,VIM,,,
ITA152,aac(3)-II,,,
ITA152,aacA27,,,
ITA152,aacA4,,,
ITA152,aadB,,,
ITA152,armA,,,
ITA152,blaACT/blaMIR,,,
ITA152,blaCMY-2-like,,,
ITA152,blaCTX-M,80,G1-240G,1
ITA152,fosA3,,,
ITA152,rmtB,,,
ITA152,rmtC,,,
ITA152,rmtF,,,
ITA153,DHA,,,
ITA153,GES,,,
ITA153,IMP,,,
ITA153,KPC,113,blaKPC,1
ITA153,NDM,,,
ITA153,OXA-10,,,
ITA153,OXA-30,,,
ITA153,OXA-48,,,
ITA153,SHV,,,
ITA153,TEM,157,blaTEM-1-like,1
ITA153,VEB,,,
ITA153,VIM,,,
ITA153,aac(3)-II,,,
ITA153,aacA27,,,
ITA153,aacA4,,,
ITA153,aadB,,,
ITA153,armA,,,
ITA153,blaACT/blaMIR,,,
ITA153,blaCMY-2-like,,,
ITA153,blaCTX-M,,,
ITA153,fosA3,,,
ITA153,rmtB,,,
ITA153,rmtC,,,
ITA153,rmtF,,,
ITA154,DHA,,,
ITA154,GES,,,
ITA154,IMP,,,
ITA154,KPC,,,
ITA154,NDM,,,
ITA154,OXA-10,,,
ITA154,OXA-30,117,blaOXA-30-like,1
ITA154,OXA-48,,,
ITA154,SHV,,,
ITA154,TEM,157,blaTEM-1-like,1
ITA154,VEB,,,
ITA154,VIM,,,
ITA154,aac(3)-II,16,aac(3)-IIe,1
ITA154,aacA27,,,
ITA154,aacA4,,,
ITA154,aadB,,,
ITA154,armA,,,
ITA154,blaACT/blaMIR,,,
ITA154,blaCMY-2-like,,,
ITA154,blaCTX-M,80,G1-240G,1
ITA154,fosA3,,,
ITA154,rmtB,,,
ITA154,rmtC,,,
ITA154,rmtF,,,
ITA155,DHA,,,
ITA155,GES,,,
ITA155,IMP,,,
ITA155,KPC,,,
ITA155,NDM,,,
ITA155,OXA-10,,,
ITA155,OXA-30,,,
ITA155,OXA-48,,,
ITA155,SHV,,,
ITA155,TEM,157,blaTEM-1-like,1
ITA155,VEB,,,
ITA155,VIM,166,blaVIM-1-like,1
ITA155,aac(3)-II,16,aac(3)-IIe,1
ITA155,aacA27,,,
ITA155,aacA4,,,
ITA155,aadB,,,
ITA155,armA,,,
ITA155,blaACT/blaMIR,54,blaACT-7-like,1
ITA155,blaCMY-2-like,,,
ITA155,blaCTX-M,,,
ITA155,fosA3,,,
ITA155,rmtB,,,
ITA155,rmtC,,,
ITA155,rmtF,,,
ITA156,DHA,,,
ITA156,GES,,,
ITA156,IMP,,,
ITA156,KPC,113,blaKPC,1
ITA156,NDM,,,
ITA156,OXA-10,,,
ITA156,OXA-30,,,
ITA156,OXA-48,,,
ITA156,SHV,,,
ITA156,TEM,157,blaTEM-1-like,1
ITA156,VEB,,,
ITA156,VIM,166,blaVIM-1-like,1
ITA156,aac(3)-II,,,
ITA156,aacA27,,,
ITA156,aacA4,,,
ITA156,aadB,,,
ITA156,armA,,,
ITA156,blaACT/blaMIR,54,blaACT-7-like,1
ITA156,blaCMY-2-like,,,
ITA156,blaCTX-M,,,
ITA156,fosA3,,,
ITA156,rmtB,,,
ITA156,rmtC,,,
